Item	Category	Sources
Zonureskin Coat of Fending	Acquire	Titanbronze Chest Gear Coffer
Bluespirit Cuirass of Maiming	Acquire	Bluespirit Chest Gear Coffer
Ravel Keeper's Vest of Fending	Instance	The Qitana Ravel
Lakeland Cuirass of Maiming	Instance	Holminster Switch
Ravel Keeper's Chestwrap of Casting	Instance	The Qitana Ravel
Iridescent Top of Casting	Acquire	Deepgold Chest Gear Coffer
Ravel Keeper's Vest of Maiming	Instance	The Qitana Ravel
Voeburtite Jacket of Aiming	Instance	Dohn Mheg
Ovim Wool Jacket of Scouting	Acquire	Titanbronze Chest Gear Coffer
Bluespirit Cuirass of Fending	Acquire	Bluespirit Chest Gear Coffer
Voeburtite Jacket of Maiming	Instance	Dohn Mheg
Ovim Wool Tunic of Aiming	Acquire	Titanbronze Chest Gear Coffer
Ravel Keeper's Chestwrap of Scouting	Instance	The Qitana Ravel
Ovim Wool Coat of Striking	Acquire	Titanbronze Chest Gear Coffer
Lakeland Coat of Fending	Instance	Holminster Switch
Zonureskin Coat of Maiming	Acquire	Titanbronze Chest Gear Coffer
Iridescent Acton of Aiming	Acquire	Deepgold Chest Gear Coffer
Ravel Keeper's Chestwrap of Aiming	Instance	The Qitana Ravel
Voeburtite Tunic of Casting	Instance	Dohn Mheg
Atrociraptorskin Corselet of Scouting	Acquire	Bluespirit Chest Gear Coffer
Iridescent Acton of Striking	Acquire	Deepgold Chest Gear Coffer
Deepgold Mail of Fending	Acquire	Deepgold Chest Gear Coffer
Atrociraptorskin Coat of Casting	Acquire	Bluespirit Chest Gear Coffer
Ovim Wool Tunic of Casting	Acquire	Titanbronze Chest Gear Coffer
Lakeland Coat of Aiming	Instance	Holminster Switch
Ravel Keeper's Chestwrap of Striking	Instance	The Qitana Ravel
Iridescent Acton of Scouting	Acquire	Deepgold Chest Gear Coffer
Lakeland Coat of Casting	Instance	Holminster Switch
Voeburtite Tunic of Healing	Instance	Dohn Mheg
Voeburtite Jacket of Fending	Instance	Dohn Mheg
Atrociraptorskin Corselet of Aiming	Acquire	Bluespirit Chest Gear Coffer
Lakeland Longcoat of Scouting	Instance	Holminster Switch
Lakeland Robe of Healing	Instance	Holminster Switch
Deepgold Surcoat of Maiming	Acquire	Deepgold Chest Gear Coffer
Ovim Wool Coat of Healing	Acquire	Titanbronze Chest Gear Coffer
Ravel Keeper's Chestwrap of Healing	Instance	The Qitana Ravel
Pixie Cotton Robe of Healing	Acquire	Bluespirit Chest Gear Coffer
Voeburtite Jacket of Scouting	Instance	Dohn Mheg
Lakeland Longcoat of Striking	Instance	Holminster Switch
Iridescent Top of Healing	Acquire	Deepgold Chest Gear Coffer
Voeburtite Jacket of Striking	Instance	Dohn Mheg
Pixie Cotton Acton of Striking	Acquire	Bluespirit Chest Gear Coffer
Skysteel Pickaxe	Acquire	Skysteel Prototype Coffer
Wave Shield	Instance	The Whorleater (Extreme)
Allagan Round Shield	Instance	The Binding Coil of Bahamut - Turn 1
Canopus Shield	Instance	The Aurum Vale
Thunderhead	Instance	The Striking Tree (Extreme)
The Wall of Crags	Instance	The Navel (Hard)
Tidal Wave Buckler	Instance	The Whorleater (Extreme)
Cobalt Bladed Lantern Shield	Acquire	Level 49 Weapon Coffer
Warlock's Buckler	Instance	The Aurum Vale
Eagle-crested Round Shield	Acquire	Level 45 Weapon Coffer
Onion Shield	Acquire	Level 90 Weapon Coffer
Tidal Wave Shield	Instance	The Whorleater (Extreme)
Darksteel Scutum	Acquire	Level 70 Weapon Coffer
Darklight Square Shield	Instance	The Wanderer's Palace	Amdapor Keep
Wave Buckler	Instance	The Whorleater (Extreme)
Darklight Kite Shield	Instance	The Wanderer's Palace	Amdapor Keep
Berserker's Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Ravager's Chains	Acquire	Ravager's Armor Coffer
Orison Fingerless Gloves	Acquire	Orison Attire Coffer
Tantra Wristwraps	Acquire	Tantra Armor Coffer
Machinist's Gloves	Acquire	Machinist's Armor Coffer
Gordian Gauntlets of Fending	Instance	Alexander - The Cuff of the Father (Savage)
Welkin Half Sleeves	Acquire	Welkin Attire Coffer
Conqueror's Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Armguards of Scouting	Instance	Alexander - The Cuff of the Father (Savage)
Gordian Gauntlets of Maiming	Instance	Alexander - The Cuff of the Father (Savage)
Caller's Armlets	Acquire	Caller's Attire Coffer
Panegyrist's Armwraps	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Iga Tekko	Acquire	Iga Garb Coffer
Aoidos' Shoulder Gloves	Acquire	Aoidos' Attire Coffer
Wrangler's Gloves	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Prophet's Armwraps	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Gloves of Casting	Instance	Alexander - The Cuff of the Father (Savage)
Dragonlancer's Vambraces	Acquire	Dragonlancer's Armor Coffer
Goetia Gloves	Acquire	Goetia Attire Coffer
Subjugator's Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Gloves of Healing	Instance	Alexander - The Cuff of the Father (Savage)
Creed Gauntlets	Acquire	Creed Armor Coffer
Gordian Armguards of Aiming	Instance	Alexander - The Cuff of the Father (Savage)
Savant's Aethercell Gloves	Acquire	Savant's Attire Coffer
Viking Armguards	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Chaos Gauntlets	Acquire	Chaos Armor Coffer
Gordian Gauntlets of Striking	Instance	Alexander - The Cuff of the Father (Savage)
Xenobian Surcoat	Instance	Castrum Abania
Valerian Archer's Acton	Instance	Castrum Abania
Nomad's Coat of Scouting	Instance	Bardam's Mettle
Valerian Vedette's Acton	Instance	Castrum Abania
Yanxian Hara-ate of Fending	Instance	Doma Castle
Yanxian Dogi of Casting	Instance	Doma Castle
Antiquated Orator's Coat	Acquire	Orator's Attire Coffer
Yanxian Dogi of Aiming	Instance	Doma Castle
Antiquated Constellation Top	Acquire	Constellation Attire Coffer
Yanxian Togi of Maiming	Instance	Doma Castle
Valerian Brawler's Acton	Instance	Castrum Abania
Yanxian Togi of Scouting	Instance	Doma Castle
Nomad's Coat of Casting	Instance	Bardam's Mettle
Nomad's Coat of Fending	Instance	Bardam's Mettle
Valerian Priest's Top	Instance	Castrum Abania
Nomad's Coat of Aiming	Instance	Bardam's Mettle
Nomad's Coat of Maiming	Instance	Bardam's Mettle
Valerian Dark Priest's Top	Instance	Castrum Abania
Nomad's Coat of Healing	Instance	Bardam's Mettle
Yanxian Togi of Striking	Instance	Doma Castle
Nomad's Coat of Striking	Instance	Bardam's Mettle
Valerian Rune Fencer's Mail	Instance	Castrum Abania
Yanxian Dogi of Healing	Instance	Doma Castle
Sharlayan Custodian's Helm	Instance	The Great Gubal Library
Sharlayan Pankratiast's Cap	Instance	The Great Gubal Library
Halonic Vicar's Helm	Instance	The Vault
Sharlayan Philosopher's Hat	Instance	The Great Gubal Library
Halonic Inquisitor's Helm	Instance	The Vault
Sharlayan Emissary's Cap	Instance	The Great Gubal Library
Sharlayan Conservator's Hat	Instance	The Great Gubal Library
Halonic Ostiary's Helm	Instance	The Vault
Halonic Friar's Helm	Instance	The Vault
Sharlayan Pathmaker's Helm	Instance	The Great Gubal Library
Sharlayan Preceptor's Hat	Instance	The Great Gubal Library
Halonic Exorcist's Hat	Instance	The Vault
Orthodox Hat of Healing	Instance	The Aery
Orthodox Tricorne of Striking	Instance	The Aery
Orthodox Tricorne of Scouting	Instance	The Aery
Orthodox Hairpin of Fending	Instance	The Aery
Woad Skylancer's Helm	Instance	Sohm Al
Orthodox Hairpin of Maiming	Instance	The Aery
Halonic Priest's Klobuk	Instance	The Vault
Woad Skyraider's Helm	Instance	Sohm Al
Orthodox Tricorne of Aiming	Instance	The Aery
Halonic Auditor's Helm	Instance	The Vault
Orthodox Hat of Casting	Instance	The Aery
Skallic Cap of Healing	Instance	The Drowned City of Skalla
Arhat Hanbo of Healing	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Skallic Cap of Aiming	Instance	The Drowned City of Skalla
Antiquated Gunner's Goggles	Acquire	Gunner's Armor Coffer
Antiquated Brutal Visor	Acquire	Brutal Armor Coffer
Arhat Hanbo of Striking	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Skallic Cap of Scouting	Instance	The Drowned City of Skalla
Antiquated Orator's Mortarboard	Acquire	Orator's Attire Coffer
Antiquated Kage-kakushi Somen	Acquire	Kage-kakushi Garb Coffer
Arhat Kabuto of Scouting	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Antiquated Duelist's Chapeau	Acquire	Duelist's Attire Coffer
Skallic Cap of Striking	Instance	The Drowned City of Skalla
Arhat Sandogasa of Aiming	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Arhat Kabuto of Fending	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Antiquated Myochin Jingasa	Acquire	Myochin Armor Coffer
Skallic Headgear of Maiming	Instance	The Drowned City of Skalla
Antiquated Seventh Heaven Circlet	Acquire	Seventh Heaven Attire Coffer
Antiquated Pacifist's Circlet	Acquire	Pacifist's Attire Coffer
Antiquated Trueblood Armet	Acquire	Trueblood Attire Coffer
Skallic Cap of Casting	Instance	The Drowned City of Skalla
Arhat Sandogasa of Casting	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Antiquated Chivalrous Circlet	Acquire	Chivalrous Armor Coffer
Antiquated Channeler's Horn	Acquire	Channeler's Attire Coffer
Antiquated Seventh Hell Petasos	Acquire	Seventh Hell Attire Coffer
Arhat Kabuto of Maiming	Instance	Ala Mhigo	The Temple of the Fist	Kugane Castle
Skallic Goggles of Fending	Instance	The Drowned City of Skalla
Antiquated Abyss Burgeonet	Acquire	Abyss Armor Coffer
Diabolic Dolman of Striking	Instance	Dun Scaith
Antiquated Storyteller's Chapeau	Acquire	Storyteller's Attire Coffer
Diabolic Coat of Healing	Instance	Dun Scaith
Diabolic Dolman of Scouting	Instance	Dun Scaith
Diabolic Coat of Aiming	Instance	Dun Scaith
Softstepper's Bolero	Acquire	Softstepper's Attire Coffer
Outsider's Jacket	Acquire	Outsider's Attire Coffer
Diabolic Coat of Casting	Instance	Dun Scaith
Filibuster's Gambison of Striking	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Heavy Gambison of Fending	Instance	Baelsar's Wall	Sohm Al (Hard)
Heavy Filibuster's Gambison of Maiming	Instance	Baelsar's Wall	Sohm Al (Hard)
Prophet's Chestwrap	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Valkyrie's Coat of Healing	Instance	Xelphatol	The Great Gubal Library (Hard)
Dragonlancer's Plackart	Acquire	Dragonlancer's Armor Coffer
Aoidos' Cloak	Acquire	Aoidos' Attire Coffer
Gordian Corselet of Scouting	Instance	Alexander - The Burden of the Father (Savage)
Berserker's Scale Mail	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Plate Mail of Fending	Instance	Alexander - The Burden of the Father (Savage)
Wrangler's Jacket	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Valkyrie's Coat of Aiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Subjugator's Vest	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Valkyrie's Coat of Scouting	Instance	Xelphatol	The Great Gubal Library (Hard)
Gordian Mail of Maiming	Instance	Alexander - The Burden of the Father (Savage)
Caller's Himation	Acquire	Caller's Attire Coffer
Goetia Coat	Acquire	Goetia Attire Coffer
Tantra Chestwrap	Acquire	Tantra Armor Coffer
Chaos Cuirass	Acquire	Chaos Armor Coffer
Valkyrie's Cuirass of Maiming	Instance	Xelphatol	The Great Gubal Library (Hard)
Yafaemi Jacket of Healing	Instance	The Weeping City of Mhach
Valkyrie's Coat of Casting	Instance	Xelphatol	The Great Gubal Library (Hard)
Creed Cuirass	Acquire	Creed Armor Coffer
Viking Scale Mail	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Gordian Corselet of Aiming	Instance	Alexander - The Burden of the Father (Savage)
Ravager's Cuirass	Acquire	Ravager's Armor Coffer
Valkyrie's Cuirass of Fending	Instance	Xelphatol	The Great Gubal Library (Hard)
Gordian Mail of Striking	Instance	Alexander - The Burden of the Father (Savage)
Panegyrist's Chestwrap	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Iga Ningi	Acquire	Iga Garb Coffer
Conqueror's Vest	Instance	Sohr Khai	Hullbreaker Isle (Hard)
Valkyrie's Coat of Striking	Instance	Xelphatol	The Great Gubal Library (Hard)
Machinist's Shirt	Acquire	Machinist's Armor Coffer
YoRHa Type-53 Cloak of Aiming	Instance	The Puppets' Bunker
Idealized Gunslinger's Coat	Acquire	Idealized Chest Gear Coffer
Idealized Chevalier's Cuirass	Acquire	Idealized Chest Gear Coffer
Idealized Pteroslaver Mail	Acquire	Idealized Chest Gear Coffer
YoRHa Type-53 Halfrobe of Casting	Instance	The Puppets' Bunker
Edenchoir Tunic of Healing	Acquire	Edenchoir Chest Gear Coffer
YoRHa Type-53 Cyclas of Striking	Instance	The Puppets' Bunker
Idealized Bale Cuirass	Acquire	Idealized Chest Gear Coffer
Idealized Bodyguard's Coat	Acquire	Idealized Chest Gear Coffer
YoRHa Type-53 Coat of Fending	Instance	The Puppets' Bunker
Idealized Kasuga Haori	Acquire	Idealized Chest Gear Coffer
YoRHa Type-53 Cloak of Scouting	Instance	The Puppets' Bunker
Idealized Fili Gilet	Acquire	Idealized Chest Gear Coffer
Idealized Bhikku Cyclas	Acquire	Idealized Chest Gear Coffer
Idealized Hattori Chainmail	Acquire	Idealized Chest Gear Coffer
YoRHa Type-53 Halfrobe of Healing	Instance	The Puppets' Bunker
Idealized Boii Tunic	Acquire	Idealized Chest Gear Coffer
Idealized Dancer's Casaque	Acquire	Idealized Chest Gear Coffer
YoRHa Type-53 Coat of Maiming	Instance	The Puppets' Bunker
Dark Divinity Herklaedi	Instance	Urth's Fount
Aurum Chasuble	Instance	The Aurum Vale
Dark Divinity Feldr	Instance	Urth's Fount
Aurum Cuirass	Instance	The Aurum Vale
Aurum Jacket	Instance	The Aurum Vale
Shadowless Petasos of Healing	Instance	The Heroes' Gauntlet
Anamnesis Hat of Aiming	Instance	Anamnesis Anyder
Edengrace Temple Chain of Healing	Acquire	Edengrace Head Gear Coffer
Edengrace Circlet of Scouting	Acquire	Edengrace Head Gear Coffer
Edengrace Armet of Fending	Acquire	Edengrace Head Gear Coffer
Edengrace Temple Chain of Striking	Acquire	Edengrace Head Gear Coffer
YoRHa Type-51 Headband of Maiming	Instance	The Copied Factory
Edengrace Circlet of Casting	Acquire	Edengrace Head Gear Coffer
YoRHa Type-51 Headband of Fending	Instance	The Copied Factory
YoRHa Type-51 Hood of Aiming	Instance	The Copied Factory
Anamnesis Headband of Scouting	Instance	Anamnesis Anyder
Anamnesis Circlet of Fending	Instance	Anamnesis Anyder
Anamnesis Hat of Healing	Instance	Anamnesis Anyder
Anamnesis Hat of Casting	Instance	Anamnesis Anyder
YoRHa Type-51 Cap of Casting	Instance	The Copied Factory
Shadowless Mask of Aiming	Instance	The Heroes' Gauntlet
Edengrace Helm of Aiming	Acquire	Edengrace Head Gear Coffer
YoRHa Type-51 Cap of Striking	Instance	The Copied Factory
YoRHa Type-51 Cap of Healing	Instance	The Copied Factory
YoRHa Type-51 Hood of Scouting	Instance	The Copied Factory
Anamnesis Circlet of Maiming	Instance	Anamnesis Anyder
Shadowless Petasos of Casting	Instance	The Heroes' Gauntlet
Edengrace Helm of Maiming	Acquire	Edengrace Head Gear Coffer
Softstepper's Turban	Acquire	Softstepper's Attire Coffer
Anamnesis Headband of Striking	Instance	Anamnesis Anyder
Diabolic Turban of Striking	Instance	Dun Scaith
Outsider's Circlet	Acquire	Outsider's Attire Coffer
Diabolic Hat of Casting	Instance	Dun Scaith
Diabolic Turban of Scouting	Instance	Dun Scaith
Filibuster's Helm of Fending	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Hood of Healing	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Scope of Striking	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Beret of Aiming	Instance	Baelsar's Wall	Sohm Al (Hard)
Diabolic Hat of Aiming	Instance	Dun Scaith
Augmented Hellfire Mask of Fending	Acquire	Hellfire Armor of Fending Coffer
Midan Mask of Maiming	Instance	Alexander - The Arm of the Son (Savage)
Filibuster's Helm of Maiming	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Hood of Casting	Instance	Baelsar's Wall	Sohm Al (Hard)
Filibuster's Halfmask of Scouting	Instance	Baelsar's Wall	Sohm Al (Hard)
Midan Headband of Fending	Instance	Alexander - The Cuff of the Son (Savage)
Diabolic Hat of Healing	Instance	Dun Scaith
Tricorne of the Defiant Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Hat of the Lost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Hat of the Ghost Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Plague Bringer's Mask	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Plague Doctor's Mask	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Hat of the Red Thief	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Tricorne of the Daring Duelist	Instance	Saint Mocianne's Arboretum	Pharos Sirius (Hard)
Alliance Visor of Maiming	Instance	The Ghimlyt Dark
Royal Volunteer's Hood of Scouting	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Circlet of Healing	Instance	Sigmascape V3.0 (Savage)
Dai-ryumyaku Hachigane of Fending	Acquire	Dai-ryumyaku Armor of Fending Coffer
Alliance Visor of Striking	Instance	The Ghimlyt Dark
Royal Volunteer's Hood of Striking	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Ivalician Archer's Headband	Instance	The Ridorana Lighthouse
Royal Volunteer's Helm of Maiming	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Bandana of Scouting	Instance	Sigmascape V2.0 (Savage)
Dai-ryumyaku Hachigane of Maiming	Acquire	Dai-ryumyaku Armor of Maiming Coffer
Diamond Circlet of Fending	Instance	Sigmascape V2.0 (Savage)
Ivalician Ark Knight's Helm	Instance	The Ridorana Lighthouse
Dai-ryumyaku Seibo of Casting	Acquire	Dai-ryumyaku Armor of Casting Coffer
Ivalician Uhlan's Bandana	Instance	The Ridorana Lighthouse
Alliance Helm of Fending	Instance	The Ghimlyt Dark
Alliance Circlet of Healing	Instance	The Ghimlyt Dark
Alliance Helm of Scouting	Instance	The Ghimlyt Dark
Diamond Bandana of Striking	Instance	Sigmascape V2.0 (Savage)
Dai-ryumyaku Hachigane of Aiming	Acquire	Dai-ryumyaku Armor of Aiming Coffer
Diamond Hat of Casting	Instance	Sigmascape V3.0 (Savage)
Ivalician Thief's Headband	Instance	The Ridorana Lighthouse
Alliance Visor of Aiming	Instance	The Ghimlyt Dark
Dai-ryumyaku Hachigane of Striking	Acquire	Dai-ryumyaku Armor of Striking Coffer
Royal Volunteer's Helm of Fending	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diamond Helm of Aiming	Instance	Sigmascape V3.0 (Savage)
Ivalician Shikari's Bandana	Instance	The Ridorana Lighthouse
Ivalician Arithmetician's Monocle	Instance	The Ridorana Lighthouse
Diamond Helm of Maiming	Instance	Sigmascape V3.0 (Savage)
Ivalician Chemist's Monocle	Instance	The Ridorana Lighthouse
Alliance Circlet of Casting	Instance	The Ghimlyt Dark
Dai-ryumyaku Hitai-ate of Healing	Acquire	Dai-ryumyaku Armor of Healing Coffer
Dai-ryumyaku Hachigane of Scouting	Acquire	Dai-ryumyaku Armor of Scouting Coffer
Royal Volunteer's Scope of Aiming	Instance	The Burn	Saint Mocianne's Arboretum (Hard)
Diabolic Mail of Fending	Instance	Dun Scaith
Shisui Joi of Casting	Instance	Shisui of the Violet Tides
Alexandrian Coat of Casting	Instance	Alexander - The Soul of the Creator (Savage)
Shisui Joi of Maiming	Instance	Shisui of the Violet Tides
Alexandrian Jacket of Striking	Instance	Alexander - The Soul of the Creator (Savage)
Ghost Barque Chestwrap of Maiming	Instance	The Sirensong Sea
Shisui Joi of Scouting	Instance	Shisui of the Violet Tides
Ghost Barque Coatee of Casting	Instance	The Sirensong Sea
Ghost Barque Tabard of Fending	Instance	The Sirensong Sea
Alexandrian Jacket of Aiming	Instance	Alexander - The Soul of the Creator (Savage)
Alexandrian Jacket of Healing	Instance	Alexander - The Soul of the Creator (Savage)
Shisui Joi of Healing	Instance	Shisui of the Violet Tides
Shisui Joi of Striking	Instance	Shisui of the Violet Tides
Diabolic Mail of Maiming	Instance	Dun Scaith
Ghost Barque Himation of Scouting	Instance	The Sirensong Sea
Ghost Barque Coat of Striking	Instance	The Sirensong Sea
Alexandrian Coat of Scouting	Instance	Alexander - The Soul of the Creator (Savage)
Alexandrian Mail of Fending	Instance	Alexander - The Soul of the Creator (Savage)
Shisui Joi of Aiming	Instance	Shisui of the Violet Tides
Alexandrian Jacket of Maiming	Instance	Alexander - The Soul of the Creator (Savage)
